"Genomic Location","Overlapping Gene(s)","Orientation","Query start","Query end","Length","Score","E-val","%ID"
"Y:13376362-13378802","Gm21454","Forward","1","2441","2441","4825","0.0","100.00"
"Y:18089116-18091556","Ssty1","Forward","1","2441","2441","4825","0.0","100.00"
"Y:21095280-21097720","Gm20910","Forward","1","2441","2441","4801","0.0","99.88"
"Y:40680428-40682868","Gm20793","Forward","1","2441","2441","4738","0.0","99.55"
"Y:14029576-14032016","Gm20928","Reverse","1","2441","2441","4722","0.0","99.47"
"Y:18742344-18744784","Gm21678","Reverse","1","2441","2441","4722","0.0","99.47"
"Y:13042891-13045331","Gm20807","Forward","1","2441","2441","4714","0.0","99.43"
"Y:13252391-13254832","Gm21440, Gm21454","Forward","1","2441","2442","4714","0.0","99.43"
"Y:17755891-17758331","Gm20833","Forward","1","2441","2441","4714","0.0","99.43"
"Y:17965160-17967601","Gm20831","Forward","1","2441","2442","4714","0.0","99.43"
"Y:40804914-40807354","Gm20795","Forward","1","2441","2442","4704","0.0","99.39"
"Y:41375608-41378047","Gm20827","Reverse","1","2441","2441","4704","0.0","99.39"
"Y:13494026-13496464","Gm20773","Forward","1","2441","2441","4682","0.0","99.26"
"Y:18206865-18209303","Gm20851","Forward","1","2441","2441","4682","0.0","99.26"
"Y:13161968-13164406","Gm21425","Forward","1","2441","2443","4670","0.0","99.18"
"Y:17874741-17877179","Gm20831, Gm20772","Forward","1","2441","2443","4670","0.0","99.18"
"Y:13910220-13912648","Gm20836","Reverse","1","2441","2441","4631","0.0","98.93"
"Y:18622941-18625369","Gm21660","Reverse","1","2441","2441","4631","0.0","98.93"
"Y:10144737-10147183","Gm21310","Reverse","1","2441","2447","4576","0.0","98.61"
"Y:6267098-6269548","Gm20873","Forward","1","2441","2451","4548","0.0","98.41"
"Y:10750006-10752450","Gm20777","Reverse","1","2441","2447","4528","0.0","98.37"
"Y:10533609-10536042","Gm20737","Reverse","1","2441","2441","4487","0.0","98.28"
"Y:6717416-6719866","Gm28920","Reverse","1","2441","2452","4253","0.0","96.90"
"Y:11800419-11802851","Gm28389","Reverse","1","2441","2446","4064","0.0","95.95"
"Y:9451467-9453905","Gm28847","Reverse","1","2441","2452","4032","0.0","95.72"
"Y:49467160-49469600","Gm29269","Reverse","1","2441","2451","4026","0.0","95.72"
"Y:62086815-62089255","Gm28599","Reverse","1","2441","2451","4026","0.0","95.72"
"CHR_MG4213_PATCH:49459130-49461570","Gm29269","Reverse","1","2441","2451","4026","0.0","95.72"
"Y:16485783-16488216","Gm20770","Reverse","1","2441","2447","4008","0.0","95.67"
"Y:70337800-70340247","Gm29424","Reverse","1","2441","2458","4002","0.0","95.48"
"Y:8381281-8383293","Gm28148","Reverse","430","2441","2015","3574","0.0","97.42"
"Y:5657559-5659579","Gm21854","Forward","430","2441","2021","3566","0.0","97.23"
"Y:13531617-13533633","Gm36398","Forward","430","2441","2017","3546","0.0","97.22"
"Y:9267440-9269455","Gm29330","Reverse","430","2441","2016","3542","0.0","97.22"
"Y:38413001-38415465","Gm28773","Forward","1","2441","2465","3540","0.0","93.10"
"Y:5943031-5945031","Gm21778","Forward","430","2441","2015","3538","0.0","97.12"
"Y:8635409-8637424","Gm28098","Reverse","430","2441","2016","3534","0.0","97.17"
"Y:5389888-5392360","Gm29160","Forward","1","2441","2482","3530","0.0","92.83"
"Y:18244426-18246446","Gm30312","Forward","430","2441","2021","3518","0.0","96.98"
"Y:89144496-89146963","","Reverse","1","2441","2469","3506","0.0","92.91"
"Y:67756062-67758525","Gm29634","Forward","1","2441","2468","3504","0.0","92.91"
